FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1011930,Capital City Farmers Market,http://www.downtowndoverpartnership.com/,https://www.facebook.com/capitalcityfarmersmarket/,,,,126 West Loockerman Street (Loockerman Way Plaza),Dover,Kent,Delaware,19904,06/15/2016 to 09/14/2016,Wed: 3:00 PM-6:00 PM;,,,,,,,-75.5262294,39.1576541,,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,8/3/2020 1:04:12 PM
1018359,Capital Harvest on the Plaza,http://www.capitalharvestdc.com,CapitalHarvestonthePlaza,@CapHarvestDC,,,1300 Pennsylvania Avenue,DC,District of Columbia,District of Columbia,20004,05/19/2017 to 11/10/2017,Fri: 11:00 AM-3:00 PM;,,,,,,,-77.030256,38.894748,,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,7/28/2018 6:05:26 PM
1008450,Carmel Farmers Markets at the Barnyard Shopping Village,http://www.montereybayfarmers.org,https://www.facebook.com/pages/Monterey-Bay-Certified-Farmers-Markets/112446802152723,https://twitter.com/MBFarmersMarket,,www.edibleparadise.com,3690 The Barnyard,Carmel,Monterey,California,93923,05/01/2018 to 09/25/2018,Tue: 9:00 AM-1:00 PM;,,,,,,,-121.9270394,36.9872756,,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,7/26/2018 4:51:00 PM
1006651,Carnation Farmers Market,http://www.carnationfarmersmarket.org,https://www.facebook.com/pages/Carnation-Farmers-Market/113831768657527,https://twitter.com/CarnationFmrMkt,,https://www.instagram.com/carnationfarmersmarket/,Corner of Bird and Stossel,Carnation,King,Washington,98014,05/07/2019 to 10/15/2019,Tue: 3:00 PM-7:00 PM;,,,,,,,-121.912419,47.648587,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,12/21/2018 8:39:51 PM
1019417,Carolina fresh market and more,,CarolinafreshmarketandmoreSC,,,,6619 hwy 29 north,Pelzer ,Anderson,South Carolina,29669,01/01/2019 to 12/31/2019,Mon: 9:00 AM-6:00 PM;Tue: 9:00 AM-6:00 PM;Wed: 9:00 AM-6:00 PM;Thu: 9:00 AM-6:00 PM;Fri: 9:00 AM-6:00 PM;Sat: 9:00 AM-4:00 PM;Sun: 1:30 PM-4:30 PM;,,,,,,,-82.4614,34.641892,,Y,N,N,Y,N,-,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/8/2019 8:37:52 AM
1021269,Carrboro Farmers' Market,http://www.carrborofarmersmarket.com,https://www.facebook.com/carrborofarmersmarket,,,https://www.instagram.com/carrborofarmersmarket,301 W Main St,Carrboro,Orange,North Carolina,27510,01/01/2021 to 01/01/2021,Sat: 9:00 AM-12:00 PM;,03/17/2021 to 03/17/2021,Wed: 3:00 PM-6:00 PM;Sat: 7:00 AM-12:00 PM;,11/06/2021 to 11/06/2021,Sat: 9:00 AM-12:00 PM;,,,-79.077607,35.910781,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,1/12/2021 10:27:30 AM
1008322,Carrollton Farmers Market,,https://www.facebook.com/CarrolltonFarmersMarket,,,,Carrollton Uptown Square,Carrollton,Carroll,Missouri,64633,05/01/2020 to 09/30/2020,Fri: 8:00 AM-12:00 PM;,,,,,,,-93.496941,39.358097,,Y,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,9/10/2020 9:34:52 PM
1021213,Carson Farmers Market @3rd & Curry St. ,https://carsonfarmersmarket.com/,Carsonfarmersmarket,3rd&curry,,IG: carsonfarmersmarket ,3rd & Curry St. ,Carson City,Carson City,Nevada,89703,06/05/2021 to 06/05/2021,Sat: 8:30 AM-1:00 PM;,,,,,,,-119.768164,39.162841,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,1/20/2021 1:17:26 PM
1020071,Carter County Farmers’ Market - Grayson,,,,,,94 FAIRGROUND DR,GRAYSON,Carter,Kentucky,41143,07/04/2020 to 10/03/2020,Sat: 9:00 AM-12:00 PM;,,,,,,,-82.904359,38.331557,,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,8/17/2020 5:15:58 PM
1020074,Carter County Farmers’ Market - Olive Hill,,,,,,131 Jessica Lane,Olive Hill,Carter,Kentucky,41164,07/11/2020 to 10/10/2020,Mon: 3:00 PM-5:00 PM;Wed: 8:00 AM-11:00 AM;Sat: 8:00 AM-11:00 AM;,,,,,,,-83.180887,38.297610,,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,8/17/2020 5:36:51 PM
1012093,Carver Farmers Market,,,,,,108 Main St.,Carver,Plymouth,Massachusetts,02330,06/13/2021 to 06/13/2021,Sun: 12:00 PM-4:00 PM;,,,,,,,-70.769182,41.888852,,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,1/20/2021 5:32:12 PM
1021740,Casey Farm Market,http://HistoricNewEngland.org/CaseyFarmMarket,,,,,2325 Boston Neck Rd.,Saunderstown,Washington,Rhode Island,02874,05/14/2022 to 05/14/2022,Sat: 8:30 AM-12:30 PM;,,,,,,,-71.423314,41.513010,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,3/28/2022 9:33:39 AM
1008276,Catawba County Public Health Farmers Market,http://www.catawbacountync.gov/phealth/Adult/FarmersMarket.asp,https://www.facebook.com/catawbacountypublichealth,,,,3070 11th Ave Dr. SE,Hickory,Catawba,North Carolina,28602,06/03/2021 to 06/03/2021,Thu: 10:00 AM-1:00 PM;,,,,,,,-81.269507,35.712066,,Y,Y,N,Y,Y,-,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,1/26/2021 8:56:35 AM
1019159,Catawba Valley Farmers Market,https://www.catawbafarmersmarket.com/,https://www.facebook.com/Catawba-Valley-Farmers-Market-129469157077509/,,,,4965 Catawba Creek Road,Catawba,Roanoke,Virginia,24070,05/10/2018 to 10/18/2018,Thu: 3:30 PM-7:00 PM;,11/17/2018 to 11/17/2018,Sat: 9:00 AM-3:00 PM;,,,,,-80.1068482,37.3835006,,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/8/2018 10:38:29 PM
1021242,CAVE SPRING FARMERS MARKET,,https://www.facebook.com/Cave-Spring-Farmers-Market-107965954240659/?view_public_for=107965954240659,,,,6770 Cave Spring Rd SW,CAVE SPRING,Floyd,Georgia,30124,05/14/2022 to 05/14/2022,Sat: 8:00 AM-12:00 PM;,,,,,,,-85.309910,34.132871,,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,4/3/2022 5:29:00 PM
1012484,Cedar Mill Farmers Market,http://www.cedarmillfarmersmarket.org,Cedar Mill Farmers market,,,,Corner Of NW Cornell and Murray Roads,Portland,Washington,Oregon,97229,05/05/2018 to 10/13/2018,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.8141034,45.5263877,,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,7/31/2018 11:39:07 PM
1019842,Cedar Point Farmers Market,,The Market at Cedar Point,,,instagram,1046 Cedar Point Blvd.,Cedar Point,Carteret,North Carolina,28584,01/01/2021 to 12/31/2021,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.083526,34.682610,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,1/4/2021 2:02:06 PM
1021362,Celina Farmers Market,http://www.celinafarmersmarket.com,https://www.facebook.com/CelinaFarmersMarket,,,,1001 W Market St.,Celina,Mercer,Ohio,45822,05/01/2021 to 05/01/2021,Sat: 9:00 AM-12:00 PM;,,,,,,,-84.582827,40.549633,,Y,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,2/22/2021 1:15:26 AM
1018734,Celina's Friday Night Market,http://celinamarketonthesquare.com/,https://www.facebook.com/FridayNightMarketCelina/,,,https://www.instagram.com/celinafridaynightmarket/,142 N Ohio Street,Celina,Collin,Texas,75009,03/06/2020 to 11/06/2020,Fri: 6:00 PM-9:00 PM;,,,,,,,-96.7869845,33.3247511,,Y,N,N,N,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,8/3/2020 1:50:15 PM
1021226,Central Avenue Farmers' Market,https://seela.org/markets-central-avenue/,,,,https://www.instagram.com/centralavefm/,4301 S Central Ave,Los Angeles ,Los Angeles,California,90011,01/01/2020 to 12/31/2020,Thu: 10:00 AM-3:00 PM;,,,,,,,-118.256796,34.005326,,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,9/21/2020 4:43:23 PM
1019907,Central Falls Farmers Market,https://guide.farmfreshri.org/food/farmersmarkets_details.php?market=607,https://www.facebook.com/farmfreshri/,,,,559 Dexter St,Central Falls,Providence,Rhode Island,02863,07/07/2020 to 10/27/2020,Wed: 3:00 PM-6:30 PM;,,,,,,,-71.395650,41.885605,,Y,Y,Y,Y,Y,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/5/2020 1:10:55 PM
1019618,Central Kitsap Farmers Market,http://www.ckfarmersmarket.org,https://www.facebook.com/CentralKitsapFarmersMarket/,,,https://www.instagram.com/centralkitsapfm/,2251 NW Bucklin Hill Rd,Silverdale,Kitsap,Washington,98383,07/23/2019 to 10/08/2019,Tue: 3:00 PM-7:00 PM;,,,,,,,-122.680109,47.650238,,Y,Y,N,Y,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,7/11/2019 1:55:12 PM
1020142,Certified Farmers' Market Palm Springs - Indoor,http://www.certifiedfarmersmarkets.org,@CertifiedFarmersMarket,,,@certifiedfarmersmarketscv (Instagram),401 S. Pavilion Way,Palm Springs,Riverside,California,92262,06/06/2020 to 09/19/2020,Sat: 8:00 AM-12:30 PM;,,,,,,,-116.525258,33.817078,,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,8/20/2020 6:45:46 PM
1020141,Certified Farmers' Market Palm Springs - Outdoor,http://www.certifiedfarmersmarkets.org,@CertifiedFarmersMarket,,,@certifiedfarmersmarketscv (Instagram),2300 E. Baristo Rd,Palm Springs,Riverside,California,92262,10/03/2020,Sat: 8:00 AM-12:30 PM;,,,,,,,-116.521181,33.820251,,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,8/20/2020 6:48:24 PM
1020058,CFFMA - Ft Washington Farmers Market - Sunday,http://www.cffma.com,fort washington farmers market,,,,NE Corner Friant and Ft Washington,Fresno ,Fresno,California,93730,01/01/2020 to 12/31/2020,Sun: 9:00 AM-2:00 PM;,,,,,,,-119.776881,36.874654,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,8/11/2020 2:35:45 PM
1020057,CFFMA - River Park Farmers Market - Saturday,http://www.cffma.com,river park farmer's market,,,,SE Corner Blackstone and Nees,Fresno,Fresno,California,93720,01/01/2020 to 12/31/2020,Sat: 10:00 AM-3:00 PM;,,,,,,,-119.789099,36.849327,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,8/11/2020 2:29:23 PM
1020056,CFFMA - River Park Farmers Market - Tuesday,http://www.cffma.com,river park farmer's market,,,,SE Corner Blackstone and Nees,Fresno ,Fresno,California,93720,01/01/2020 to 12/31/2020,Tue: 5:00 PM-9:00 PM;,,,,,,,-119.789095,36.849308,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,8/11/2020 2:36:54 PM
1019225,Challis Community Farmers Market,,,,,,Challis City Park,Challis ,Custer,Idaho,83226,,Sat: 10:00 AM-1:00 PM;,,,,,,,-114.227231,44.505154,,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,Y,8/8/2018 11:56:20 PM
1021267,Champlain Islands Farmers' Market - Wednesday,https://champlainislandsfarmersmarket.org/,https://www.facebook.com/ChamplainIslandsFarmersMarket/,,,,501 U.S Route 2,South Hero,Grand Isle,Vermont,05486,05/26/2021 to 05/26/2021,Wed: 3:00 PM-6:00 PM;,,,,,,,-73.323048,44.661841,,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1/11/2021 3:26:08 PM
1021564,Champlain Islands Farmers' Market-Saturday,https://champlainislandsfarmersmarket.org/,https://www.facebook.com/ChamplainIslandsFarmersMarket,,,https://www.google.com/search?client=firefox-b-1-d&q=champlain+islands+farmers+market+instagram,185 US Route 2,Grand Isle,Grand Isle,Vermont,05458,05/22/2021 to 05/22/2021,Sat: 10:00 AM-2:00 PM;,,,,,,,-73.294874,44.7968758,,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,7/14/2021 10:28:28 AM
1018886,Charles Town Farmers Market,https://ctfm.jeffersongap.org,"Charles Town Farmers Market, WV",,,,100 block of South Samuel Street,Charles Town,Jefferson,West Virginia,25414,05/02/2020 to 10/31/2020,Sat: 9:00 AM-12:00 PM;,,,,,,,-77.858454,39.289073,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,1/4/2021 1:23:16 PM
1017995,Charleston Farmers Market,,https://www.facebook.com/Charleston-Ar-Farmers-Market-1593672464260381/,,,,,Charleston,Franklin,Arkansas,72933,01/13/2018 to 11/24/2018,Sat: 8:00 AM-12:00 PM;,,,,,,,-94.0363153,35.2970353,,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,7/26/2018 4:28:04 PM
1021741,Charlestown Land Trust Farmers' Market,https://charlestownlandtrust.org/farmers_market.html,https://www.facebook.com/charlestownfarmersmarket/,,,Instagram: @clt_farmersmarket,4150 Old Post Road,Charlestown,Washington,Rhode Island,02813,06/24/2022 to 06/24/2022,Fri: 9:00 AM-12:30 PM;,,,,,,,-71.621941,41.38411,,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,3/28/2022 9:24:15 PM
1011689,Charlotte Regional Farmers Market,http://www.charlottefarmersmarket.com,https://www.facebook.com/CharlotteRegionalFarmersMarket,,,,1801 Yorkmont Road,Charlotte,Mecklenburg,North Carolina,28217,01/01/2020 to 12/31/2020,Tue: 8:00 AM-5:00 PM;Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,,,,,,,,,,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9/11/2020 8:14:33 AM
1005834,Chatham Farmer's Market,,https://www.Facebook.com/ChathamFarmer'sMarket,,,,1652 Main Street Rte 28,Chatham,Barnstable,Massachusetts,02633,05/19/2015 to 10/20/2015,Tue: 3:00 PM-6:00 PM;,,,,,,,-69.962249,41.676615,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,9/10/2020 2:56:47 PM
1019881,Chatter Box Farmers Market in Tekamah,,,,,,,Tekamah ,Burt,Nebraska,,06/01/2020 to 09/30/2020,Thu: 4:00 PM-7:00 PM;,,,,,,,-96.222387,41.775832,,Y,N,N,N,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/27/2020 2:18:00 PM
1004754,Chelsea Farmers' Market,http://www.chelseafarmersmarket.org,https://www.facebook.com/chelseafarmersmarket,,,www.instagram.com/chelseafarmersmarket,Corner of Rte 110 and Rte 113,Chelsea,Orange,Vermont,05038,05/21/2021 to 05/21/2021,Fri: 3:00 PM-6:00 PM;,,,,,,,-72.44747,43.98878,,Y,N,Y,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,1/25/2021 12:26:16 PM
1008606,Chesterfield County Farmers Market,,https://www.facebook.com/CFitFarmersMarket,,,,near 6701 Mimms Loop,Chesterfield,Chesterfield,Virginia,23832,05/06/2020 to 08/26/2020,Wed: 11:00 AM-2:00 PM;,,,,,,,-77.504419,37.376728,,Y,N,N,N,N,-,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,9/11/2020 6:15:15 AM
1021310,Chestnut Hill Farmers' Market,http://www.farmtocitymarkets.com,https://www.facebook.com/AmblerFarmersMarket,,,,7673 Germantown Avenue,Philadelphia,Philadelphia,Pennsylvania,19118,01/01/2021 to 01/01/2021,Sat: 9:00 AM-1:00 PM;,,,,,,,-75.196931,40.067760,,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,1/26/2021 2:40:02 PM
1020128,Chico Certified Farmers Market - Chico Saturday,http://chicofarmersmarket.com,Chico Certified Farmers Market,Chico Certified Farmers Market,,,2nd and Wall Streets,Chico,Butte,California,95927,01/01/2020 to 12/31/2020,Sat: 7:30 AM-1:00 PM;,,,,,,,-121.838323,39.730823,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,8/20/2020 12:45:58 PM
1020129,Chico Certified Farmers Market - Chico Wednesday,http://chicofarmersmarket.com,Chico Certified Farmers Market,Chico Certified Farmers Market,,,North Valley Plaza Mall,Chico,Butte,California,95926,01/01/2020 to 12/31/2020,Wed: 7:30 AM-1:00 PM;,,,,,,,-121.848452,39.758425,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,8/20/2020 12:54:13 PM
1020127,Chico Certified Farmers Market - Paradise Tuesday,http://chicofarmersmarket.com,Chico Certified Farmers Market,Chico Certified Farmers Market,,,6491 Clark Road,Paradise,Butte,California,95969,06/02/2020 to 09/29/2020,Tue: 7:30 AM-12:00 PM;,,,,,,,-121.595446,39.773680,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,8/20/2020 12:56:06 PM
1001763,Chilhowie Farmer's Market,http://www.chilhowie.org,,,,,East Lee Highway between Chestnut and Pine Avenues (Warrior Park),Chilhowie,Smyth,Virginia,24319,04/17/2019 to 10/31/2019,Thu: 3:00 PM-6:00 PM;,,,,,,,-81.676633,36.802950,,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,1/2/2019 9:44:46 AM
1019104,China Grove Farmers Market,,https://www.facebook.com/chinagrovefarmersmarket/,,,,308 North Main Street,China Grove,Rowan,North Carolina,28023,05/04/2018 to 09/28/2018,Fri: 4:00 PM-6:00 PM;,,,,,,,-80.5778246,35.5709810,,Y,N,N,N,Y,-,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/16/2018 9:50:37 PM
1008409,Chippewa Falls Farmers Market,http://www.chippewafallsmainst.org/Farmers_Market.html,,,,,1 S. Bridge Street,Chippewa Falls,Chippewa,Wisconsin,54729,06/10/2021 to 06/10/2021,Thu: 12:00 PM-6:00 PM;,,,,,,,-91.389337,44.934888,,Y,Y,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,1/26/2021 11:47:35 AM
1021237,Church St Farmers Market,https://www.douglasvillega.gov/government/city-departments/keep-douglasville-beautiful/church-st-farmers-market,https://www.facebook.com/events/6730-church-st-douglasville-ga-30134/church-st-farmers-market/198037544608925/,,,,6730 Church St,Douglasville,Douglas,Georgia,30134,06/09/2020 to 09/29/2020,Tue: 3:00 PM-7:00 PM;,,,,,,,-84.750061,33.749649,,Y,N,N,N,Y,-,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,10/30/2020 10:47:15 AM
1004360,Church Street Farmers' Market,,com/groups/CSFarmersMarket,,,,603 Church Street,Blackstone,Nottoway,Virginia,23824,05/05/2018 to 10/27/2018,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-78.008079,37.077437,,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,7/26/2018 4:19:07 PM
1021653,Circle Square Commons Farmers Market,http://www.circlesquarecommons.com,https://www.facebook.com/csctownsquare,,,,8445 SW 80th Street,Ocala,Marion,Florida,34481,01/01/2022 to 01/01/2022,Thu: 9:00 AM-1:00 PM;,,,,,,,-82.257895,29.106489,,Y,N,N,N,N,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,1/4/2022 11:01:58 AM
1019141,City Center Farmers Market,https://www.cityofflorence.com/local-foods-initiative/city-center-market,https://www.facebook.com/citycenterfarmersmarket,,,,200 Sanborn Street,Florence,Florence,South Carolina,29501,01/01/2021 to 01/01/2021,Sat: 9:00 AM-1:00 PM;,04/13/2021 to 04/13/2021,Tue: 4:00 PM-7:00 PM;,,,,,-79.773582,34.198789,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,1/7/2021 10:46:01 AM
1005250,City Hall Parking Lot Deck (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,Alapai & Beretania Street,Honolulu,Honolulu,Hawaii,96813,01/01/2019 to 12/31/2019,Mon: 11:30 AM-12:30 PM;,,,,,,,-157.852699,21.305408,,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,3/20/2019 4:35:55 PM
1021199,City Heights Certified Farmers Market,http://sdfarmbureau.org,facebook.com/cityheightsfm,,,IG @cityheightsfm,4325 Wightman St.,San Diego,San Diego,California,92104,01/01/2020 to 12/31/2020,Sat: 9:00 AM-1:00 PM;,,,,,,,-117.101527,32.747817,,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,8/31/2020 4:19:21 PM
1019717,City Market,https://www.auburnalabama.org/parks/programs/city-market/,https://www.facebook.com/CityMarketAuburnAL/,,,,1150 South Gay Street,Auburn,Lee,Alabama,36830,10/05/2019 to 10/26/2019,Sat: 8:00 AM-12:00 PM;,05/16/2020 to 08/29/2020,Sat: 8:00 AM-11:00 AM;,,,,,-85.475592,32.584813,,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,11/18/2019 5:35:12 PM
1004255,City of Loveland Farmers Market,https://www.cityofloveland.org/farmersmarket,https://www.facebook.com/cityoflovelandfarmersmarket,,,,700 S. Railroad,Loveland,Larimer,Colorado,80537,06/07/2020 to 09/27/2020,Sun: 9:00 AM-1:00 PM;,,,,,,,-105.078652,40.387479,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,9/10/2020 3:08:27 PM
