market_id,market_name,street,city,state,zip,lat,lon
1009656,Colorado Farm and Art Market,215 S. Tejon,63,15,80903,38.830543,-104.822309
1018196,Columbia Farmers Fresh Market,5th Street & Riverside Drive,248,13,38401,35.6187845,-87.0304808
1019790,Columbia Farmers Market,1769 West Ash Street,248,18,65203,38.958293,-92.364624
1010758,Columbia Farmory and Mountain People Organics,10800 Airport Road,248,3,95310,38.029395,-120.410011
1019483,Columbus Farmers Market,14 st and 26 Ave,139,1,68601,41.430012,-97.36036
1019199,Columbus KS Farmers Market,202 N. East Avenue,139,22,66725,37.171861,-94.831459
1020124,Colusa Certified Farmers Market,10th Street Memorial Park,249,3,95932,39.214999,-122.014038
1011003,Colwell's Farmers Market,9079 HWY377,247,14,76240,33.5491175,-96.9110998
1021541,Come Thru Market,831 SE Salmon St,195,16,97214,45.514708,-122.657252
1019592,Como Farmer's Market,Main Street,250,45,38619,34.513561,-89.939947
1019042,Connecticut's Old State House Farmers Market,800 Main Street,251,32,6103,41.766118,-72.672892
1012030,Conway Farmers Market,1029 2nd Ave,252,26,29526,33.833331,-79.044831
1021396,Conway Farmers' Market,150 Amity Rd.,252,30,72032,35.077695,-92.41257
1006766,Coos Bay Farmers Market,"320 Central Ave., Suite 410",253,16,97420,43.367982,-124.215299
1018190,Coralville Farmers' Market,1513 7th St,254,23,52241,41.678726,-91.584155
1021639,Cornelius Farmers Market,1370 N Adair St,255,16,97113,45.521314,-123.055169
1012666,Corpus Christi Downtown Farmers' Market,100 N Shoreline Blvd,256,14,78401,27.791601,-97.392206
1008959,Cortez Farmers Market,Main and Elm Streets,257,15,81321,37.348444,-108.587634
1021691,Corvallis Farmers' Market,1st & Jackson,258,16,97330,44.564828,-123.258244
1018629,Cotati Community Farmers Market,Old Redwood Hwy and W Sierra,259,3,94931,38.326544,-122.707298
1010975,Cottage House Youth Market,47 Doster Road,260,37,36311,31.64705,-85.674054
1004382,Cottin's Hardware Farmers Market,1832 Massachusetts Street,261,22,66044,38.950747,-95.235146
1018221,Cotton Mill Farmers Market,609 Dixie Street,186,24,30117,33.571347,-85.07274
1000368,Country Lane Farmers Market,1642 16th St,262,21,54812,45.443768,-91.828516
1019530,Countryside Farmers' Market at Highland Square,1175 W Exchange St,263,4,44302,41.098698,-81.553272
1019529,Countryside Farmers' Market at Howe Meadow,4040 Riverview Rd.,264,4,44264,41.189312,-81.583614
1019531,Countryside Public Market,21 Furnace Street,263,4,44308,41.08885,-81.515871
1019258,Countryside Winter Farmers' Market,2315 Ira Rd.,263,4,44333,41.192676,-81.589922
1019325,Coventry Farmers' Market (formerly Coventry Regional Farmers' Market),2299 South St.,265,32,6238,41.764283,-72.345186
1019296,Covington Farmers Market,3rd and Greenup Street,266,27,41011,39.088659,-84.508855
1012552,Cowtown Farmers Market,3821 SOUTHWEST BLVD,267,14,,32.716447,-97.442048
1009993,Cozad Grand Generation Center,410 W 9th St.,268,1,69130,40.8606228,-99.9901154
1019130,Craft Market,"Decks Reserve Carpark, Wallace Street, Mouteka",269,46,70105,44.5205554,-109.58853
1021330,Crawfordsville Farmers Market,100 W Pike St.,270,17,47933,40.040652,-86.903732
1021331,Crawfordsville Winter Market,400 Parke Avenue,270,17,47933,40.04604,-86.896007
1021227,Crenshaw Farmers' Market,3650 W Martin Luther King Jr Blvd,57,3,90008,34.008706,-118.335422
1019260,Crescent City Farmers Market,200 Broadway Street,271,10,70118,29.932171,-90.133127
1019261,Crescent City Farmers Market,1235 N. Peters,271,10,70116,29.960279,-90.058904
1019262,Crescent City Farmers Market,200 Broadway Street,271,10,70118,29.932159,-90.133127
1002470,Croghan Colonial Bank Farmers Market,Front Street and Garrison Street,272,4,43420,41.345408,-83.1135499
1021391,Cross County Farmer's Market,"705 E. Union Avenue, Room 2",273,30,72396,35.223532,-90.786483
1012365,Crossroads Farmers Market,Anne St. at University Blvd. E,274,35,20912,38.990479,-76.990169
1001869,Crystal Lake Farmers Market,"Depot Park, Woodstock & Williams Streets",275,5,60014,42.243752,-88.31701
1021346,Culver City Farmers Market,Main Street in Culver City,276,3,90232,34.024936,-118.39464
1019701,Culver Farmers' Market,819 E. Lake Shore Drive,277,17,46511,41.218494,-86.419302
1019702,Culver Farmers' Market,107 N Main Street,277,17,46511,41.216815,-86.422907
1020109,Cumberland County Farmers' Market,819 S Main Street,278,27,42717,36.790074,-85.364614
1021387,Cumberland Farmers Market,11501 E Washington Street,279,17,46229,39.77586,-85.961539
1019539,Cuyahoga Falls Farmers' Market (Farmers' Market in the Falls),1817 Front Street,280,4,44222,41.130404,-81.48356
1021408,Dallas County Farmer's Market,206 West 3rd St.,281,30,71742,33.812858,-92.41424
1004516,Danbury Farmers' Market,120 White Street,282,32,6810,41.397912,-73.450227
1019163,Dardanelle Farmers Market,120 N Front St,283,30,,35.220839,-93.153099
1012505,Darlington Farmers Market,Main Street,284,21,53530,42.677666,-90.117445
1018157,Davenport Farmers' Market,North Park Mall east entrance,285,23,52804,41.562863,-90.571154
1019880,David City Farmers Market,,286,1,68632,41.264759,-97.129955
1012254,Dawson Farmers Market,Ash  and 8th street,287,20,56232,44.9259444,-96.0574386
1019100,Daybreak Farmers Market,Kestrel Rise Rd. and Daybreak Pkwy/W 11400 S,288,40,84009,40.547045,-112.002561
1021457,De Soto Farmers' Market,520 N. Main St.,289,18,63020,38.143674,-90.552205
1018945,Dearborn Farmers & Artisans Market,22271 West Village Drive,290,6,48124,42.313057,-83.211488
1019970,Decatur Farmers Market,308 Clairemont Ave,291,24,30030,33.778773,-84.296808
1021570,Decorah Farmers Market,Heivly Street,292,23,52101,43.301618,-91.78475
1012296,DeForest Farmers' Market,DeForest Street,293,21,53532,43.246672,-89.339846
1011103,DeKalb Farmers' Market,2nd and Locust Streets,294,5,60115,41.931127,-88.752032
1002536,Del Monte Farmers Markets at Del Monte Shopping Center,1410 Del Monte Center,295,3,93940,36.9872756,-121.9270394
1020061,Delano Neighborhood Market,1709 W Douglas,296,22,67213,37.683757,-97.360349
1018416,Delcambre Seafood & Farmers Market,605 S Railroad (Hwy 330),297,10,70528,29.941659,-91.982453
1019308,Delmar Farmers Market,332 Kenwood Ave,298,19,12054,42.619919,-73.825895
1020191,Delray GreenMarket,"NE 2nd Avenue, half block east of Atlantic Avenue",299,7,33444,26.462365,-80.071595
1021591,Delridge Farmers Market,9421 18th Ave SW,66,8,98106,47.518781,-122.358129
1021649,Denton Community Market,317 w Mulberry St,300,14,76201,33.213317,-97.136334
1007255,Des Moines Waterfront Farmers Market,22307 Dock Ave S,84,8,98198,47.401657,-122.329307
1003628,Dexter Farmers Market,3233 Alpine,301,6,48130,42.339503,-83.889459
1021318,Dickinson Square Farmers' Market,1600 East Moyamensing Avenue,213,11,19148,39.927056,-75.151276
1021261,Dillsboro Farmers Market,12921 North Street,302,17,47018,39.018037,-85.059414
1018958,Dillsburg Farmers' Market,1 N. 2nd Street,303,11,17019,40.110975,-77.037849
1019458,Dimondale Farmers' Market,136 N Bridge St,304,6,48821,42.646201,-84.647388
1018816,Dodge County Farmer's Market,5401 Courthouse Circle,305,24,31023,32.20079,-83.176305
1019742,Dodgeville Farmers Market,327 N. Iowa Street,306,21,53533,42.962345,-90.129944
1019439,Dolores County Farmers Market,390 Main Street,307,15,81324,37.764836,-108.903587
1019964,Donnelly Farmers Market,FW Gestrin and E. Roseberry Rd,308,31,83615,44.730034,-116.07672
1018706,Dorchester/Dorchester House Farmers Market,1353 Dorchester Avenue,309,28,2122,42.304202,-71.060126
1020111,Dorey Park Farmers Market,2999 Darbytown Road,310,9,23231,37.5380571,-77.405887
1003046,Dousman Farmers Market,118 S. Main St,311,21,53118,43.013121,-88.4725142
1009829,Dover Farmers' Market,550 Central Avenue,180,34,3820,43.200765,-70.875971
1009894,Down to Earth Chelsea Farmers Market,W. 23rd Street off 9th Avenue,312,19,10011,40.746359,-74.000805
1021296,Down to Earth Cunningham Park Farmers Market,Parking lot off Union Turnpike,313,19,11366,40.7308,-73.773482
1010954,Down to Earth Larchmont Farmers Market,Parking Lot off Chatsworth Ave.,314,19,10538,40.933512,-73.760008
1016793,Down to Earth Mamaroneck Winter Farmers Market,Harbor Island Park,315,19,10543,40.944797,-73.730404
1010969,Down to Earth McGolrick Park Farmers Market,At the center of the park,316,19,11222,40.724358,-73.943291
1010972,Down to Earth Morningside Park Farmers Market,110th Street and Manhattan Avenue,317,19,10026,40.801254,-73.959645
1010958,Down to Earth New Rochelle Farmers Market,Thomas Paine Cottage Museum,318,19,10804,40.93357,-73.791017
1016792,Down to Earth Ossining Farmers Market,Near the corner of Spring & Main Streets,319,19,10562,41.160793,-73.86341
1009895,Down to Earth Park Slope Farmers Market,4th Street at 5th Avenue,320,19,11215,40.672303,-73.983867
1010982,Down to Earth Queens Botanical Garden Farmers Market,Dahlia Avenue at Main Street,313,19,11355,40.751776,-73.826548
1010960,Down to Earth Rye Farmers Market,Parking lot off Theodore Fremd Ave.,321,19,10580,40.983895,-73.686043
1016867,Downingtown Farmers Market,1 Park Lane,322,11,19335,40.007243,-75.705606
1019667,Downtown Alachua Farmer's Market,14801 Main Street,323,7,32615,29.790872,-82.495552
1009043,Downtown Allen Park Farmers Market,Park Avenue and Harrison Avenue,324,6,48101,42.254801,-83.208989
1003643,Downtown Beloit Farmer's Market,"300 block of State Street, 400 block of East Grand Avenue, Gantry parking lot",325,21,53511,42.499698,-89.035555
1020064,Downtown Berkeley,1947 Center St.,326,3,94704,37.869819,-122.2716
1020000,Downtown Bloomington Farmers Market,200 N. Main,114,5,61701,40.480014,-88.994107
1020001,Downtown Bloomington Farmers Market- Indoor,101 S. Madison,114,5,61701,40.478127,-88.996165
1019370,Downtown Canton Farmers Market,202 N. Buffalo St.,177,14,75103,32.55736,-95.863185
1019944,Downtown Chico Thursday Night Market,,214,3,95928,39.728991,-121.840469
1021401,Downtown Conway Farmers' & Crafts Market,718 Parkway,252,30,72032,35.088507,-92.440867
1000841,Downtown Denison Farmers Market,701 W. Main St.,327,14,75020,33.755828,-96.54535
1019401,Downtown Elgin Farmers Market,S. Spring Ave,328,5,60120,42.036328,-88.282543
1021631,Downtown Evanston Farmers’ Market,University Place at Oak Street,329,5,60201,42.05062,-87.686152
1008853,DOWNTOWN EVANSVILLE FARMERS MARKET,"3rd, 4th and Bond Sts.",330,17,47708,37.993544,-87.586443
1002400,Downtown Farmers Market,206 S 4th Street,331,27,42071,36.6097959,-88.3022291
1019032,Downtown Farmers Market,101 North Main Street,332,26,29720,34.721099,-80.770914
1019856,Downtown Farmers Market,on the court square at 4th Street and Maple Street,331,27,,36.609868,-88.302435
1019216,"Downtown Farmers Market of Fort Pierce, Inc.",Melody Lane and Marina Square,333,7,34950,27.449057,-80.321851
1012243,Downtown Fond du Lac Farmers Market - Saturday,Main Street from Western Ave. to Sheboygan St.,334,21,54935,43.775364,-88.446973
1012256,Downtown Fond du Lac Farmers Market - Wednesday,Main Street Plaza,334,21,54935,43.777853,-88.447092
1021749,Downtown Franklin Ohio Farmers Market,One Benjamin Franklin Way,335,4,45005,39.560119,-84.302927
1019654,Downtown Green Bay Saturday Farmers Market,200 S. Washington Street,336,21,54301,44.513118,-88.017128
1019341,Downtown Lawrenceburg Farmer's Market,US 50 and Park Streets,38,17,47025,39.095734,-84.857359
1019083,DOWNTOWN LIMA FARMERS' MARKET,7 Town Square,337,4,45801,40.7395472,-84.1058237
1009757,Downtown Madison Farmers Market,2103 Main Street / Historic Red Caboose Site,34,45,39110,32.460885,-90.114634
1018930,Downtown Marquette Farmers Market,112 S. Third St.,338,6,49855,46.543488,-87.395409
1003977,Downtown Newport Farmers Market,Corner of Hwy 101 & Angle St,44,30,72112,35.6268,-91.234721
1018621,Downtown Novato Community Farmers Market,7th Street behind the CVS between Grant Ave & Novato Blvd,339,3,94947,38.107536,-122.578749
1019721,Downtown Palo Alto Farmers' Market,"Gilman St, between Hamilton and Forest",164,3,94301,37.44533,-122.159029
1021716,Downtown Phoenix Farmers Market,721 N Central Ave,340,47,85004,33.455875,-112.073418
1021411,Downtown Rogers Farmers Market,Railyard Park,341,30,72756,36.332762,-94.116
1005281,Downtown Santa Cruz Farmers' Market,Cedar St & Lincoln St.,342,3,,36.9724758,-122.0270374
1019525,Downtown Yakima Farmers Market,Yakima Ave & S 3rd Street,343,8,98901,46.602267,-120.502787
1019729,Dresden Farmers Market,421 Linden St.,344,13,38225,36.277008,-88.693465
1004676,Druid Hill Farmers' Market,3100 Swann Drive,118,35,21217,39.317944,-76.645847
1005358,Dublin,4201 Central Parkway,345,3,94568,37.710402,-121.878639
1005197,Dubuque Farmers Market,Iowa Street between 10th & 13th Streets,346,23,52001,42.504521,-90.667851
1019994,Duluth's Downtown Farmers' Market,Gitch ode' Akiing formerly known as Lake Place Park 214 E Superior Street,347,20,55802,46.788805,-92.093948
1018953,Durango Farmers Market,259 W 9th Street,348,15,81301,37.273063,-107.882758
1000312,Durham Farmers' Market,501 Foster Street,349,43,27701,36.000559,-78.901856
1009830,Durham Farmers' Market,"Jackson Landing, 10 Old Piscataqua Road",349,34,,43.13661,-70.910656
1012345,Duvall Farmers Market,16201 Main St. NE at Taylor Landing,350,8,98019,47.744679,-121.986419
1019082,E. Center St. Farmers Market,40 East Center Street,351,44,89406,39.473055,-118.776299
1019870,Eagle Farmers Market,5th St. and Hwy 34,352,1,68347,40.816121,-96.432729
1021275,Eagle Springs Farmers Market,13555 Valley Lodge Parkway,353,14,77346,29.975941,-95.194557
1018159,East Atlanta Village Farmers Market,572 Stokeswood Avenue,354,24,30316,33.738679,-84.344531
1021303,East Boston Farmers Market - Summer/Early Fall,Across from 201 Border St.,355,28,2128,42.374945,-71.039467
1021414,East Boston Farmers On-line Market - Winter/Spring,250 Sumner street,355,28,2128,42.3313532,-71.076514
1011673,East End Market,2600 Navigation Blvd.,129,14,77003,29.757511,-95.342978
1019079,East Greenbush Library & YMCA Farmers Market,Between 10 and 20 Community Way in parking lot,356,19,12061,42.618063,-73.695566
1020133,East Hollywood Certified Farmers' Market,Hollywood Blvd. and Western Ave.,57,3,90028,34.10151,-118.308877
1011113,East Nashville Farmers' Market,511 Woodland Street,357,13,,36.172268,-86.764338
1019510,East Orange Farmer's Market,44 City Hall Plaza,358,2,7018,40.76125,-74.209979
1020172,East Palo Alto Community Farmers Market,2555 Pulgas Avenue,359,3,94303,37.469415,-122.13255
1012717,East Point Farmers Market,2757 East Point St.,360,24,30344,33.679488,-84.442141
1019094,East Side Farmers' Market,760 E Water St Elmira,361,19,14901,42.088757,-76.794875
1021300,East Vancouver Farmers Market,17701 SE Mill Plain Blvd.,362,8,98683,45.615372,-122.493777
1019125,Eastgate Plaza Farmers Market,4927 - 5089 Transit Road,232,19,14221,42.97573,-78.595325
1021698,Easthampton Farmers' Market,50 Payson Ave,363,28,1027,42.265213,-72.669332
1009867,Easton Farmers' Market,128 Larry Holmes Drive,364,11,18042,40.689778,-75.206274
1019624,Eastside Sunday Market,2020 MLK Jr. Ave,365,13,37915,35.976258,-83.900903
1021710,Eat Drink RI Market at Blackbird Farm,660 Douglas Pike,366,29,2917,41.901787,-71.505011
1021228,Echo Park Farmers' Market,1146 Logan St,57,3,90026,34.076409,-118.258276
1012783,Edenton Farmers Market,200 North Broad St,367,43,27932,36.062086,-76.607401
1012160,Edmonds Museum Summer Market,5th Ave between Main and Bell & Bell St. between 5th & 6th Ave,368,8,98020,47.811264,-122.376787
1019118,Egg Harbor Farmers Market,7809 Highway 42,369,21,54209,45.049942,-87.280716
1021652,El Cajon Farmers Market   Non-Certified,"1051 Greenfield Drive,",370,3,92021,32.801659,-116.960482
1021574,El Dorado Hills Town Center Certified Farmers Market,Town Center Blvd.,371,3,95762,38.651318,-121.064292
1019936,El Monte Farmers' Market,10700 Main Street,372,3,91731,34.075484,-118.03995
1012634,Eldora Farmers Market,Corner of Edgington Ave. and 14th Street,373,23,50627,42.36051,-93.100656
1019921,Elgin Farmers' Market,,328,14,78621,30.346425,-97.370756
1021587,Elkhart Farmers Market,301 NIBCO Parkway,374,17,46516,41.687093,-85.970818
1018900,Ellington Farmers Market,Main ST,375,32,6029,41.9036393,-72.4681079
1018898,Ellington Winter Farmers' Market,11 Pinney St,375,32,6029,41.8697886,-72.49035
1020112,Elliott County Farmers’ Market,2944 S KY 7,376,27,41171,38.093439,-83.122634
1018717,Elm Street Market,Elm Street,377,28,2465,42.349361,-71.229493
1021207,Elmwood Bidwell Farmers' Market,Elmwood and Bidwell,378,19,14221,42.923862,-78.877625
1002657,Emmaus Farmers' Market,235 Main St,379,11,18049,40.5366,-75.4903
1002769,Empire Farmers Market,10234 Front Street,380,6,49630,44.811224,-86.063056
1019398,Empire Market,931 E 4th St,381,18,64801,37.087883,-94.502691
1012045,Encino Farmers Market,17400 Victory Blvd,382,3,91406,34.1862306,-118.5128542
1018940,Engadine Area Farmers' Market,,383,6,,46.119734,-85.578248
1019684,Enka-Candler Tailgate Market,70 Pisgah Hwy,384,43,28715,35.54099,-82.684674
1018765,Ennis Farmers Market,104 North McKinney Street,385,14,75119,32.32763,-96.629391
1019687,Enumclaw Plateau Farmers' Market,1600 1st Street,386,8,98022,47.202843,-121.987466
1006678,Espanola Farmers Market,1105 N.Railroad  Avenue,387,48,87532,36.003598,-106.065805
1003568,Estacada Farmers Market,664 Wade St,388,16,97023,45.297544,-122.331858
1020053,Etna Farmers Market,514 N Hwy 3,389,3,96027,41.458263,-122.895854
1019954,Eureka Springs Farmers Market,44 Kingshighway,390,30,72632,36.398616,-93.746149
1010195,Evart Farmers Market,200 South Main Street,391,6,49631,43.899648,-85.259592
1005267,Ewa Beach Community Park (People's Open Market),91-955 North Road,392,12,96706,21.314954,-158.007174
1007798,Exeter Farmers’ Market,"Swasey Parkway, off Water Street",393,34,,42.983633,-70.950053
1019081,Fair Haven Market (hosted by The Vermont Farmers Market,On The Green,394,0,5777,43.59449,-73.266531
1018622,Fairfax Community Farmers' Market,124 Bolinas Avenue,395,3,94930,37.985729,-122.58998
1019186,Fairfax Community Farmers' Market,10500 Page Avenue,395,9,22030,38.846056,-77.308647
1019049,Fairland Farmers Market,50 N. Pine St.,396,49,74343,36.747475,-94.854471
1018562,Fairwood Farmers' Market,319 W. Hastings Rd.,397,8,99218,47.768387,-117.41778
1019457,Fallbrook Farmers' Market,600 Fallbrook Blvd,398,1,68522,40.877605,-96.728376
1010889,Falls Park Farmers Market,E Falls Park Drive and N 2nd Ave,399,41,57101,43.560777,-96.723203
1019841,Farm to Fork Farmers Market at Normandy Farms,7802 Marsh Road,400,17,46278,39.894467,-86.274997
1021514,Farm to Fork Farmers' Market,120 S Kimball Ave,401,31,83605,43.666163,-116.688851
1019499,Farm to Preschool Market: Mercy Cares for Kids,310 S. Manning Blvd,23,19,12206,42.665745,-73.798353
1019523,Farmers and Crafts Market of Las Cruces,221 N. Main St,402,48,88001,32.326444,-106.789695
1018937,Farmers Branch Market,12700 Denton Drive,403,14,75234,32.9178496,-96.8952798
1019436,Farmers Fresh Market,33955 Community College Dr.,404,50,99669,60.472775,-151.135361
1021666,Farmers Market - Covington,301 4th St,266,17,47932,40.137063,-87.39709
1021734,Farmers Market - Covington,301 4th St,266,17,47932,40.13712,-87.39697
1018131,Farmers Market at St. John's,750 Aurora Avenue,405,5,60540,41.767594,-88.159755
1020104,Farmers Market at the Depot,101 E. Depot Street,406,27,40069,37.683658,-85.217676
1021388,Farmers Market at the Fairgrounds,620 N Apple Street,407,17,46140,39.791832,-85.75624
1019705,Farmers Market North Scottsdale,8711 E Pinnacle Peak Road,408,47,85252,33.697831,-111.893119
1005069,Farmers Market of Bluffton,40 Calhoun Street,117,26,29910,32.234811,-80.862568
1021404,Farmers Market of Gravette,Hwy. 72 east,409,30,72736,36.419093,-94.446383
1021620,"Farmers Market of Madison, IN",412 West Main Street,34,17,47250,38.737406,-85.382985
1005159,Farmers Market of the Ozarks,2144 E Republic Rd,406,18,65804,37.136365,-93.255076
1021538,Farmers Market Ogden,Historic 25th Street and Grant Avenue,410,40,84401,41.220677,-111.973274
1021581,Farmers Market on Grand Parkway,1225 W Grand Parkway S,411,14,77494,29.761952,-95.775167
1019993,Farmers Market on Green River,1099 Legion Park Road,412,27,42743,37.244082,-85.482096
1020079,Farmers Market on the Square,105 Merchant Street,248,27,42728,37.103437,-85.307537
1020080,Farmers Market on the Square,105 Merchant Street,248,27,42728,37.103437,-85.307537
1021595,Farmers Market Partners,5855 Sienna Springs Way,413,14,77459,29.533266,-95.543858
1019862,Farmers on the Square,2A N Hanover St,414,11,17013,40.201689,-77.189254
1018427,Farmers' gateway Market,"Eastern Gateway Community College, 4000 Sunset Boulevard",415,4,43952,40.377613,-80.669759
1016870,Farmers' Market at Hamakua Harvest,46-2600 Hawaii Belt Highway,416,12,96727,20.070927,-155.44974
1021460,Fayette County Farmers Market,101 E East St,417,4,43160,39.53886,-83.427938
1019800,Fayette County Farmers' Market,401 N Central Ave,418,17,47331,39.641132,-85.139738
1012627,Fearrington Farmers' Market,East Camden,419,43,27312,35.800209,-79.090143
1002721,Felton Farmers' Market,"St. John's Church, Hwy. 9",420,3,95018,37.048109,-122.073815
1018973,Ferguson Farmers' Market,"Plaza 501, 501 S. Florissant Rd.",421,18,63135,38.7375795,-90.3027133
1021676,Ferndale Farmers Market,27021 Kanis Rd,422,30,72223,34.776925,-92.556803
1021665,Fernley Poolside Farmers Market,300 Cottonwood Lane,423,44,89408,39.594402,-119.247333
1020193,Ferry Plaza Farmers Market,1 Ferry Building,424,3,94111,37.795162,-122.39352
1012308,Festival Farmers Market,942 Main Street,425,19,12043,42.6792512,-74.4669868
1019771,Fibonacci's Mount Healthy Farmers Market,1445 Compton Road,426,4,45231,39.23161,-84.54095
1018193,Fifth Street Farmers' Market,West Fifth Street,427,4,44882,40.9509375,-83.1700053
1020008,Fightingville Fresh,315 W Simcoe,428,10,70501,30.211573,-92.031394
1019677,Firefly Farmers' Market,15615 East 21st Street North,296,22,67230,37.723203,-97.156597
1004377,Fish Creek Settlement Shops Farm Market,9116 Hwy 42,429,21,54212,45.113436,-87.24535
1019914,Fisherman's Memorial Park Farmers Market,1011 Point Judith Rd,430,29,2882,41.380339,-71.488239
1019897,Fleming County Farmers’ Market,1384 Elizaville Rd,431,27,41041,38.421407,-83.759523
1020091,Floyd County Farmers Market,361 N. Lake Drive,432,27,41653,37.670674,-82.775995
1020065,Floyd County Farmers Market (Floyds Knobs),400 Block Lafollette Station,433,17,47119,38.315002,-85.896109
1021453,Fondy Farmers Market,2200 W Fond du Lac Ave,434,21,53206,43.061843,-87.939701
1019123,Food for Thought Summer Market,200 S. David St.,435,46,82601,42.8482536,-106.3269901
1000958,Forest farmers market,15583 Forest Road,436,9,24551,37.36437,-79.285443
1021638,Forest Grove Farmers Market,2030 Main St,437,16,97116,45.520653,-123.112048
1021504,Forest Hills Farmers Market,1840 Ardmore Blvd,112,11,15221,40.425019,-79.86111
1002803,Forest Lakes Farmers Market,1650 Ashwood Blvd.,438,9,22911,38.1087,-78.44106
1018989,Fort Ben Farmers Market,,261,17,,39.865956,-85.989646
1021680,Fort Smith Farmer's Market,2nd and Gartison Ave,439,30,72901,35.534732,-94.80361
1018505,Fort Sumner Farmers Market,213 E Sumner Avenue,440,48,88119,34.470848,-104.244013
1019101,Fox Lake Farmers Market,17 E School St.,441,5,60020,42.398071,-88.17851
1002880,Frankenmuth Farmers Market,534 North Main Street,442,6,48734,43.344313,-83.738212
1019298,Franklin County Farmers Market,404 Wilkinson Blvd.,443,27,40601,38.201613,-84.88021
1019147,Franklin Farmers Market,Parking Lot 2 Blocks West of the Courthouse,335,17,46131,39.479799,-86.05768
1021654,Franklin Park Conservatory and Botanical Gardens Farmers' Market,1777 East Broad Street,139,4,43203,39.965067,-82.950712
1020092,Franklin Simpson Farmers' Market,304 N Main St,335,27,42134,36.724368,-86.577261
1020007,Franklin Street Bazaar,2000 W. Franklin Street,444,17,47710,37.980191,-87.594742
1021565,Frankton Town Market,102 S Church St,445,17,46044,40.222745,-85.779261
1012429,Freedom Farmers Market at the Carter Center,453 Freedom Pkwy NE,354,24,30307,33.76759,-84.35682
1018415,"Freeman Health System, West - Farmers Market",1102 W 32nd Street,381,18,64801,37.0526877,-94.5268459
1021353,Freight House Farmers' Market,421 West River Drive #32,285,23,52801,41.519748,-90.582083
1019600,Freiheit Village Farmers Market,2032 Central Plaza,446,14,78130,29.717952,-98.072988
1019404,Fresh Approach Mobile Farmers' Market,"213 F Street, Antioch",42,3,94509,38.016546,-121.812514
1012466,Fresh2You Mobile Market,,447,11,,39.9731925,-75.748454
1018671,FRESHFARM Dupont Market,1624 20th St NW,237,42,20009,38.911806,-77.044967
1011730,Friendswood Farmers Market,1100 S Friendswood Dr.,78,14,77546,29.520767,-95.191302
1021552,Ft. Thomas Farmers Market,801 Cochran Ave,448,27,41075,39.06822,-84.444349
1019762,Ft. Wayne's Farmers Market - Summer,301 E Wayne Street,449,17,46802,41.078388,-85.136155
1019285,Ft. Wayne's Farmers Market-Winter Market,216 W Douglas Ave,450,17,46802,41.074494,-85.140411
1019998,Fulshear Farmers' Market,9035 Bois d'Arc Lane,451,14,77406,29.690226,-95.888475
1018121,Fulton County Farmers Market,,452,17,46975,41.0647645,-86.2158331
1019949,Fulton Stall Market - Indoor Farmers Market,91 South St.,312,19,10038,40.706222,-74.003474
1006661,Fulton Street Farmers Market,1145 East Fulton,453,6,49503,42.963913,-85.640479
1021590,Fuquay-Varina Growers Market,121 N Main St.,454,43,27526,35.585512,-78.800147
1021444,Galena KS Farmer's Market,210 W 7th St,455,22,66739,37.075194,-94.635517
1021730,Galena KS Farmer's Market,210 W 7th St,455,22,66739,37.074792,-94.640914
1019630,Gallatin Farmers Market,160 W Franklin St,456,13,37066,36.388902,-86.448948
1011814,Galleria @ Tyler Riverside Farmers Market,1370 Galleria @ Tyler,457,3,92503,33.9097475,-117.4578357
1018970,Garden City Farmers Market,1210 Fleming,458,22,67846,37.9772536,-100.8532074
1018831,Gardner Farmers Market,136 E Washington St,459,22,66030,38.812999,-94.925777
1019728,Garfield Park Farmers Market,2345 Pagoda Dr,400,17,46225,39.731109,-86.14183
1021662,Garfield Park Neighborhood Market - Indoor Season,135 N Kedzie Ave.,7,5,60612,41.883908,-87.705713
1020095,Garrard County Farmers Market,117 Lexington RD,332,27,40444,37.614373,-84.583209
1019587,"Gas City, IN Farmers Market",1028 E Main Street,460,17,46933,40.489812,-85.598506
1021677,Gateway Farmers Market,602 East Jefferson Ave,461,30,71854,33.430713,-94.029739
1021416,General Store Market,1327 S. 18th Street,262,21,54812,45.402192,-91.844351
1012033,Georgetown Farmers Market,122 Screven St,462,26,29440,33.3662089,-79.2817826
1019602,Get Moving Houston Farmers Market - Acres Homes,6719 W. Montgomery,129,14,77091,29.857439,-95.422239
1019603,Get Moving Houston Farmers Market - Denver Harbor,6402 Market St.,129,14,77020,29.780472,-95.386342
1019604,Get Moving Houston Farmers Market - Hiram Clarke,3810 W. Fuqua St.,129,14,77045,29.614043,-95.43355
1019605,Get Moving Houston Farmers Market - Magnolia,7037 Capitol St. 77011,129,14,77011,29.734482,-95.300902
1019606,Get Moving Houston Farmers Market - Northeast,9720 Spaulding St. 77016,129,14,77016,29.851549,-95.304197
1019607,Get Moving Houston Farmers Market - Southwest,6400 High Star Dr.,129,14,77074,29.711246,-95.496227
1019608,Get Moving Houston Farmers Market - Sunnyside,9314 Cullen St. 77051,129,14,77051,29.656412,-95.356477
1021461,Gilbert Farmers Market,222 N Ash St,463,47,85234,33.354527,-111.790943
1021284,Gilmanton Community Farmers Market Association,1385 NH Route 140,464,34,3237,43.425347,-71.332318
1008573,Gladstone Farmers' Market,602 NE 70th Street,465,18,64118,39.2214548,-94.5730016
